POA_CODE_2011,POA_CODE_2011,PHN_CODE,PHN_NAME,RATIO,PERCENTAGE
3584,3584,PHN205,Murray,1,100
3585,3585,PHN110,Murrumbidgee,0.0134821,1.3482104
3585,3585,PHN205,Murray,0.9865179,98.6517896
3586,3586,PHN205,Murray,1,100
3588,3588,PHN205,Murray,1,100
3589,3589,PHN205,Murray,1,100
3590,3590,PHN205,Murray,1,100
3591,3591,PHN205,Murray,1,100
3594,3594,PHN205,Murray,1,100
3595,3595,PHN205,Murray,1,100
3596,3596,PHN205,Murray,1,100
3597,3597,PHN205,Murray,1,100
3608,3608,PHN205,Murray,1,100
3610,3610,PHN205,Murray,1,100
3612,3612,PHN205,Murray,1,100
3614,3614,PHN205,Murray,1,100
3616,3616,PHN205,Murray,1,100
3617,3617,PHN205,Murray,1,100
3618,3618,PHN205,Murray,1,100
3620,3620,PHN205,Murray,1,100
3621,3621,PHN205,Murray,1,100
3622,3622,PHN205,Murray,1,100
3623,3623,PHN205,Murray,1,100
3624,3624,PHN205,Murray,1,100
3629,3629,PHN205,Murray,1,100
3630,3630,PHN205,Murray,1,100
3631,3631,PHN205,Murray,1,100
3633,3633,PHN205,Murray,1,100
3634,3634,PHN205,Murray,1,100
3635,3635,PHN205,Murray,1,100
3636,3636,PHN205,Murray,1,100
3637,3637,PHN205,Murray,1,100
3638,3638,PHN205,Murray,1,100
3639,3639,PHN205,Murray,1,100
3640,3640,PHN205,Murray,1,100
3641,3641,PHN205,Murray,1,100
3644,3644,PHN110,Murrumbidgee,0.2003138,20.0313772
3644,3644,PHN205,Murray,0.7996862,79.9686228
3646,3646,PHN205,Murray,1,100
3649,3649,PHN205,Murray,1,100
3658,3658,PHN202,Eastern Melbourne,0.0997771,9.9777134
3658,3658,PHN205,Murray,0.9002229,90.0222866
3659,3659,PHN205,Murray,1,100
3660,3660,PHN205,Murray,1,100
3662,3662,PHN205,Murray,1,100
3663,3663,PHN205,Murray,1,100
3664,3664,PHN205,Murray,1,100
3666,3666,PHN205,Murray,1,100
3669,3669,PHN205,Murray,1,100
3670,3670,PHN205,Murray,1,100
3672,3672,PHN205,Murray,1,100
3673,3673,PHN205,Murray,1,100
3675,3675,PHN205,Murray,1,100
3677,3677,PHN205,Murray,1,100
3678,3678,PHN205,Murray,1,100
3682,3682,PHN205,Murray,1,100
3683,3683,PHN205,Murray,1,100
3685,3685,PHN205,Murray,1,100
3687,3687,PHN205,Murray,1,100
3688,3688,PHN205,Murray,1,100
3690,3690,PHN205,Murray,1,100
3691,3691,PHN205,Murray,1,100
3694,3694,PHN205,Murray,1,100
3695,3695,PHN205,Murray,1,100
3697,3697,PHN205,Murray,1,100
3698,3698,PHN205,Murray,1,100
3699,3699,PHN205,Murray,1,100
3700,3700,PHN205,Murray,1,100
3701,3701,PHN205,Murray,1,100
3705,3705,PHN205,Murray,1,100
3707,3707,PHN205,Murray,1,100
3709,3709,PHN205,Murray,1,100
3711,3711,PHN205,Murray,1,100
3712,3712,PHN205,Murray,1,100
3713,3713,PHN205,Murray,1,100
3714,3714,PHN205,Murray,1,100
3715,3715,PHN205,Murray,1,100
3717,3717,PHN205,Murray,1,100
3719,3719,PHN205,Murray,1,100
3720,3720,PHN205,Murray,1,100
3722,3722,PHN205,Murray,1,100
3723,3723,PHN205,Murray,1,100
3725,3725,PHN205,Murray,1,100
3726,3726,PHN205,Murray,1,100
3727,3727,PHN205,Murray,1,100
3728,3728,PHN205,Murray,1,100
3730,3730,PHN205,Murray,1,100
3732,3732,PHN205,Murray,1,100
3733,3733,PHN205,Murray,1,100
3735,3735,PHN205,Murray,1,100
3737,3737,PHN205,Murray,1,100
3739,3739,PHN205,Murray,1,100
3740,3740,PHN205,Murray,1,100
3741,3741,PHN205,Murray,1,100
3744,3744,PHN205,Murray,1,100
3746,3746,PHN205,Murray,1,100
3747,3747,PHN205,Murray,1,100
3749,3749,PHN205,Murray,1,100
3750,3750,PHN202,Eastern Melbourne,1,100
3751,3751,PHN202,Eastern Melbourne,1,100
3752,3752,PHN202,Eastern Melbourne,1,100
3753,3753,PHN202,Eastern Melbourne,1,100
3754,3754,PHN202,Eastern Melbourne,1,100
3755,3755,PHN202,Eastern Melbourne,1,100
3756,3756,PHN201,North Western Melbourne,0.0458279,4.5827901
3756,3756,PHN202,Eastern Melbourne,0.9541721,95.4172099
3757,3757,PHN202,Eastern Melbourne,1,100
3758,3758,PHN202,Eastern Melbourne,1,100
3759,3759,PHN202,Eastern Melbourne,1,100
3760,3760,PHN202,Eastern Melbourne,1,100
3761,3761,PHN202,Eastern Melbourne,1,100
3763,3763,PHN202,Eastern Melbourne,1,100
3764,3764,PHN205,Murray,1,100
3765,3765,PHN202,Eastern Melbourne,1,100
3766,3766,PHN202,Eastern Melbourne,1,100
3767,3767,PHN202,Eastern Melbourne,1,100
3770,3770,PHN202,Eastern Melbourne,1,100
3775,3775,PHN202,Eastern Melbourne,1,100
3777,3777,PHN202,Eastern Melbourne,1,100
3778,3778,PHN205,Murray,1,100
3779,3779,PHN205,Murray,1,100
3781,3781,PHN203,South Eastern Melbourne,1,100
3782,3782,PHN202,Eastern Melbourne,0.1110391,11.103913
3782,3782,PHN203,South Eastern Melbourne,0.8889609,88.896087
3783,3783,PHN203,South Eastern Melbourne,1,100
3785,3785,PHN202,Eastern Melbourne,1,100
3786,3786,PHN202,Eastern Melbourne,1,100
3787,3787,PHN202,Eastern Melbourne,1,100
3788,3788,PHN202,Eastern Melbourne,1,100
3789,3789,PHN202,Eastern Melbourne,1,100
3791,3791,PHN202,Eastern Melbourne,1,100
3792,3792,PHN202,Eastern Melbourne,1,100
3793,3793,PHN202,Eastern Melbourne,1,100
3795,3795,PHN202,Eastern Melbourne,1,100
3796,3796,PHN202,Eastern Melbourne,1,100
3797,3797,PHN202,Eastern Melbourne,1,100
3799,3799,PHN202,Eastern Melbourne,0.9632647,96.3264672
3799,3799,PHN205,Murray,0.0367353,3.6735328
3800,3800,PHN202,Eastern Melbourne,1,100
3802,3802,PHN203,South Eastern Melbourne,1,100
3803,3803,PHN203,South Eastern Melbourne,1,100
3804,3804,PHN202,Eastern Melbourne,0.0728148,7.2814836
3804,3804,PHN203,South Eastern Melbourne,0.9271852,92.7185164
3805,3805,PHN203,South Eastern Melbourne,1,100
3806,3806,PHN203,South Eastern Melbourne,1,100
3807,3807,PHN203,South Eastern Melbourne,1,100
3808,3808,PHN203,South Eastern Melbourne,1,100
3809,3809,PHN203,South Eastern Melbourne,1,100
3810,3810,PHN203,South Eastern Melbourne,1,100
3812,3812,PHN203,South Eastern Melbourne,1,100
3813,3813,PHN203,South Eastern Melbourne,1,100
3814,3814,PHN203,South Eastern Melbourne,1,100
3815,3815,PHN203,South Eastern Melbourne,1,100
3816,3816,PHN204,Gippsland,1,100
3818,3818,PHN204,Gippsland,1,100
3820,3820,PHN204,Gippsland,1,100
3821,3821,PHN204,Gippsland,1,100
3822,3822,PHN204,Gippsland,1,100
3823,3823,PHN204,Gippsland,1,100
3824,3824,PHN204,Gippsland,1,100
3825,3825,PHN204,Gippsland,1,100
3831,3831,PHN204,Gippsland,1,100
3832,3832,PHN204,Gippsland,1,100
3833,3833,PHN204,Gippsland,1,100
3835,3835,PHN204,Gippsland,1,100
3840,3840,PHN204,Gippsland,1,100
3842,3842,PHN204,Gippsland,1,100
3844,3844,PHN204,Gippsland,1,100
3847,3847,PHN204,Gippsland,1,100
3850,3850,PHN204,Gippsland,1,100
3851,3851,PHN204,Gippsland,1,100
3852,3852,PHN204,Gippsland,1,100
3854,3854,PHN204,Gippsland,1,100
3856,3856,PHN204,Gippsland,1,100
3857,3857,PHN204,Gippsland,1,100
3858,3858,PHN204,Gippsland,1,100
3859,3859,PHN204,Gippsland,1,100
3860,3860,PHN204,Gippsland,1,100
3862,3862,PHN204,Gippsland,1,100
3864,3864,PHN204,Gippsland,1,100
3865,3865,PHN204,Gippsland,1,100
3869,3869,PHN204,Gippsland,1,100
3870,3870,PHN204,Gippsland,1,100
3871,3871,PHN204,Gippsland,1,100
3873,3873,PHN204,Gippsland,1,100
3874,3874,PHN204,Gippsland,1,100
3875,3875,PHN204,Gippsland,1,100
3878,3878,PHN204,Gippsland,1,100
3880,3880,PHN204,Gippsland,1,100
3882,3882,PHN204,Gippsland,1,100
3885,3885,PHN204,Gippsland,1,100
3886,3886,PHN204,Gippsland,1,100
3887,3887,PHN204,Gippsland,1,100
3888,3888,PHN204,Gippsland,1,100
3889,3889,PHN204,Gippsland,1,100
3890,3890,PHN204,Gippsland,1,100
3891,3891,PHN204,Gippsland,1,100
3892,3892,PHN204,Gippsland,1,100
3895,3895,PHN204,Gippsland,1,100
3896,3896,PHN204,Gippsland,1,100
3898,3898,PHN204,Gippsland,0.7746198,77.4619823
3898,3898,PHN205,Murray,0.2253802,22.5380177
3900,3900,PHN204,Gippsland,1,100
3902,3902,PHN204,Gippsland,1,100
3903,3903,PHN204,Gippsland,1,100
3904,3904,PHN204,Gippsland,1,100
3909,3909,PHN204,Gippsland,1,100
3910,3910,PHN203,South Eastern Melbourne,1,100
3911,3911,PHN203,South Eastern Melbourne,1,100
3912,3912,PHN203,South Eastern Melbourne,1,100
3913,3913,PHN203,South Eastern Melbourne,1,100
3915,3915,PHN203,South Eastern Melbourne,1,100
3916,3916,PHN203,South Eastern Melbourne,1,100
3918,3918,PHN203,South Eastern Melbourne,1,100
3919,3919,PHN203,South Eastern Melbourne,1,100
3920,3920,PHN203,South Eastern Melbourne,1,100
3921,3921,PHN204,Gippsland,1,100
3922,3922,PHN204,Gippsland,1,100
3923,3923,PHN204,Gippsland,1,100
3925,3925,PHN204,Gippsland,1,100
3926,3926,PHN203,South Eastern Melbourne,1,100
3927,3927,PHN203,South Eastern Melbourne,1,100
3928,3928,PHN203,South Eastern Melbourne,1,100
3929,3929,PHN203,South Eastern Melbourne,1,100
3930,3930,PHN203,South Eastern Melbourne,1,100
3931,3931,PHN203,South Eastern Melbourne,1,100
3933,3933,PHN203,South Eastern Melbourne,1,100
3934,3934,PHN203,South Eastern Melbourne,1,100
3936,3936,PHN203,South Eastern Melbourne,1,100
3937,3937,PHN203,South Eastern Melbourne,1,100
3938,3938,PHN203,South Eastern Melbourne,1,100
3939,3939,PHN203,South Eastern Melbourne,1,100
3940,3940,PHN203,South Eastern Melbourne,1,100
3941,3941,PHN203,South Eastern Melbourne,1,100
3942,3942,PHN203,South Eastern Melbourne,1,100
3943,3943,PHN203,South Eastern Melbourne,1,100
3944,3944,PHN203,South Eastern Melbourne,1,100
3945,3945,PHN204,Gippsland,1,100
3950,3950,PHN204,Gippsland,1,100
3951,3951,PHN204,Gippsland,1,100
3953,3953,PHN204,Gippsland,1,100
3954,3954,PHN204,Gippsland,1,100
3956,3956,PHN204,Gippsland,1,100
3957,3957,PHN204,Gippsland,1,100
3958,3958,PHN204,Gippsland,1,100
3959,3959,PHN204,Gippsland,1,100
3960,3960,PHN204,Gippsland,1,100
3962,3962,PHN204,Gippsland,1,100
3965,3965,PHN204,Gippsland,1,100
3966,3966,PHN204,Gippsland,1,100
3971,3971,PHN204,Gippsland,1,100
3975,3975,PHN203,South Eastern Melbourne,1,100
3976,3976,PHN203,South Eastern Melbourne,1,100
3977,3977,PHN203,South Eastern Melbourne,1,100
3978,3978,PHN203,South Eastern Melbourne,1,100
3979,3979,PHN204,Gippsland,1,100
3980,3980,PHN203,South Eastern Melbourne,1,100
3981,3981,PHN203,South Eastern Melbourne,1,100
3984,3984,PHN203,South Eastern Melbourne,0.3333876,33.3387581
3984,3984,PHN204,Gippsland,0.6666124,66.6612419
3987,3987,PHN204,Gippsland,1,100
3988,3988,PHN204,Gippsland,1,100
3991,3991,PHN204,Gippsland,1,100
3992,3992,PHN204,Gippsland,1,100
3995,3995,PHN204,Gippsland,1,100
3996,3996,PHN204,Gippsland,1,100
4000,4000,PHN301,Brisbane North,1,100
4005,4005,PHN301,Brisbane North,1,100
4006,4006,PHN301,Brisbane North,1,100
4007,4007,PHN301,Brisbane North,1,100
4008,4008,PHN301,Brisbane North,1,100
4009,4009,PHN301,Brisbane North,1,100
4010,4010,PHN301,Brisbane North,1,100
4011,4011,PHN301,Brisbane North,1,100
4012,4012,PHN301,Brisbane North,1,100
4013,4013,PHN301,Brisbane North,1,100
4014,4014,PHN301,Brisbane North,1,100
4017,4017,PHN301,Brisbane North,1,100
4018,4018,PHN301,Brisbane North,1,100
4019,4019,PHN301,Brisbane North,1,100
4020,4020,PHN301,Brisbane North,1,100
4021,4021,PHN301,Brisbane North,1,100
4022,4022,PHN301,Brisbane North,1,100
4025,4025,PHN302,Brisbane South,1,100
4030,4030,PHN301,Brisbane North,1,100
4031,4031,PHN301,Brisbane North,1,100
4032,4032,PHN301,Brisbane North,1,100
4034,4034,PHN301,Brisbane North,1,100
4035,4035,PHN301,Brisbane North,1,100
4036,4036,PHN301,Brisbane North,1,100
4037,4037,PHN301,Brisbane North,1,100
4051,4051,PHN301,Brisbane North,1,100
4053,4053,PHN301,Brisbane North,1,100
4054,4054,PHN301,Brisbane North,1,100
4055,4055,PHN301,Brisbane North,1,100
4059,4059,PHN301,Brisbane North,1,100
4060,4060,PHN301,Brisbane North,1,100
4061,4061,PHN301,Brisbane North,1,100
4064,4064,PHN301,Brisbane North,1,100
4065,4065,PHN301,Brisbane North,1,100
4066,4066,PHN301,Brisbane North,1,100
4067,4067,PHN301,Brisbane North,1,100
4068,4068,PHN301,Brisbane North,0.8814852,88.1485204
4068,4068,PHN302,Brisbane South,0.1185148,11.8514796
4069,4069,PHN301,Brisbane North,1,100
4070,4070,PHN301,Brisbane North,1,100
4072,4072,PHN301,Brisbane North,1,100
4073,4073,PHN302,Brisbane South,1,100
4074,4074,PHN302,Brisbane South,1,100
4075,4075,PHN302,Brisbane South,1,100
4076,4076,PHN302,Brisbane South,1,100
4077,4077,PHN302,Brisbane South,1,100
4078,4078,PHN302,Brisbane South,1,100
4101,4101,PHN302,Brisbane South,1,100
4102,4102,PHN302,Brisbane South,1,100
4103,4103,PHN302,Brisbane South,1,100
4104,4104,PHN302,Brisbane South,1,100
4105,4105,PHN302,Brisbane South,1,100
4106,4106,PHN302,Brisbane South,1,100
4107,4107,PHN302,Brisbane South,1,100
4108,4108,PHN302,Brisbane South,1,100
4109,4109,PHN302,Brisbane South,1,100
4110,4110,PHN302,Brisbane South,1,100
4111,4111,PHN302,Brisbane South,1,100
4112,4112,PHN302,Brisbane South,1,100
4113,4113,PHN302,Brisbane South,1,100
4114,4114,PHN302,Brisbane South,1,100
4115,4115,PHN302,Brisbane South,1,100
4116,4116,PHN302,Brisbane South,1,100
4117,4117,PHN302,Brisbane South,1,100
4118,4118,PHN302,Brisbane South,1,100
4119,4119,PHN302,Brisbane South,1,100
4120,4120,PHN302,Brisbane South,1,100
4121,4121,PHN302,Brisbane South,1,100
4122,4122,PHN302,Brisbane South,1,100
4123,4123,PHN302,Brisbane South,1,100
4124,4124,PHN302,Brisbane South,0.9998366,99.9836645
4124,4124,PHN304,Darling Downs and West Moreton,0.0001634,0.0163355
4125,4125,PHN302,Brisbane South,1,100
4127,4127,PHN302,Brisbane South,1,100
4128,4128,PHN302,Brisbane South,1,100
4129,4129,PHN302,Brisbane South,1,100
4130,4130,PHN302,Brisbane South,1,100
4131,4131,PHN302,Brisbane South,1,100
4132,4132,PHN302,Brisbane South,1,100
4133,4133,PHN302,Brisbane South,1,100
4151,4151,PHN302,Brisbane South,1,100
4152,4152,PHN302,Brisbane South,1,100
4153,4153,PHN302,Brisbane South,1,100
4154,4154,PHN302,Brisbane South,1,100
4155,4155,PHN302,Brisbane South,1,100
4156,4156,PHN302,Brisbane South,1,100
4157,4157,PHN302,Brisbane South,1,100
4158,4158,PHN302,Brisbane South,1,100
4159,4159,PHN302,Brisbane South,1,100
4160,4160,PHN302,Brisbane South,1,100
4161,4161,PHN302,Brisbane South,1,100
4163,4163,PHN302,Brisbane South,1,100
4164,4164,PHN302,Brisbane South,1,100
4165,4165,PHN302,Brisbane South,1,100
4169,4169,PHN302,Brisbane South,1,100
4170,4170,PHN302,Brisbane South,1,100
4171,4171,PHN302,Brisbane South,1,100
4172,4172,PHN302,Brisbane South,1,100
4173,4173,PHN302,Brisbane South,1,100
4174,4174,PHN302,Brisbane South,1,100
4178,4178,PHN302,Brisbane South,1,100
4179,4179,PHN302,Brisbane South,1,100
4183,4183,PHN302,Brisbane South,1,100
4184,4184,PHN302,Brisbane South,1,100
4205,4205,PHN302,Brisbane South,1,100
4207,4207,PHN302,Brisbane South,0.9135307,91.353073
4207,4207,PHN303,Gold Coast,0.0864693,8.646927
4208,4208,PHN303,Gold Coast,1,100
4209,4209,PHN303,Gold Coast,1,100
4210,4210,PHN303,Gold Coast,1,100
4211,4211,PHN303,Gold Coast,1,100
4212,4212,PHN303,Gold Coast,1,100
4213,4213,PHN303,Gold Coast,1,100
4214,4214,PHN303,Gold Coast,1,100
4215,4215,PHN303,Gold Coast,1,100
4216,4216,PHN303,Gold Coast,1,100
4217,4217,PHN303,Gold Coast,1,100
4218,4218,PHN303,Gold Coast,1,100
4219,4219,PHN303,Gold Coast,1,100
4220,4220,PHN303,Gold Coast,1,100
4221,4221,PHN303,Gold Coast,1,100
4223,4223,PHN303,Gold Coast,1,100
4224,4224,PHN303,Gold Coast,1,100
4225,4225,PHN303,Gold Coast,1,100
4226,4226,PHN303,Gold Coast,1,100
4227,4227,PHN303,Gold Coast,1,100
4228,4228,PHN303,Gold Coast,1,100
4229,4229,PHN303,Gold Coast,1,100
4230,4230,PHN303,Gold Coast,1,100
4270,4270,PHN302,Brisbane South,0.3255407,32.554069
4270,4270,PHN303,Gold Coast,0.6744593,67.445931
4271,4271,PHN303,Gold Coast,1,100
4272,4272,PHN303,Gold Coast,1,100
4275,4275,PHN302,Brisbane South,0.0352347,3.5234656
4275,4275,PHN303,Gold Coast,0.9647653,96.4765344
4280,4280,PHN302,Brisbane South,1,100
4285,4285,PHN302,Brisbane South,0.9999457,99.9945739
4287,4287,PHN302,Brisbane South,1,100
4300,4300,PHN302,Brisbane South,0.0439156,4.3915582
4300,4300,PHN304,Darling Downs and West Moreton,0.9560844,95.6084418
4301,4301,PHN304,Darling Downs and West Moreton,1,100
4303,4303,PHN304,Darling Downs and West Moreton,1,100
4304,4304,PHN304,Darling Downs and West Moreton,1,100
4305,4305,PHN304,Darling Downs and West Moreton,1,100
4306,4306,PHN301,Brisbane North,0.009966,0.9966003
4306,4306,PHN304,Darling Downs and West Moreton,0.990034,99.0033997
4307,4307,PHN304,Darling Downs and West Moreton,1,100
4309,4309,PHN304,Darling Downs and West Moreton,1,100
4310,4310,PHN302,Brisbane South,0.0063242,0.6324219
4310,4310,PHN304,Darling Downs and West Moreton,0.9936758,99.3675781
4311,4311,PHN304,Darling Downs and West Moreton,1,100
4312,4312,PHN304,Darling Downs and West Moreton,1,100
4313,4313,PHN304,Darling Downs and West Moreton,1,100
4340,4340,PHN304,Darling Downs and West Moreton,1,100
4341,4341,PHN304,Darling Downs and West Moreton,1,100
4342,4342,PHN304,Darling Downs and West Moreton,1,100
4343,4343,PHN304,Darling Downs and West Moreton,1,100
4344,4344,PHN304,Darling Downs and West Moreton,1,100
4345,4345,PHN304,Darling Downs and West Moreton,1,100
4346,4346,PHN304,Darling Downs and West Moreton,1,100
4347,4347,PHN304,Darling Downs and West Moreton,1,100
4350,4350,PHN304,Darling Downs and West Moreton,1,100
4352,4352,PHN304,Darling Downs and West Moreton,1,100
4353,4353,PHN304,Darling Downs and West Moreton,1,100
4354,4354,PHN304,Darling Downs and West Moreton,1,100
4355,4355,PHN304,Darling Downs and West Moreton,1,100
4356,4356,PHN304,Darling Downs and West Moreton,1,100
4357,4357,PHN304,Darling Downs and West Moreton,1,100
4358,4358,PHN304,Darling Downs and West Moreton,1,100
4359,4359,PHN304,Darling Downs and West Moreton,1,100
4360,4360,PHN304,Darling Downs and West Moreton,1,100
4361,4361,PHN304,Darling Downs and West Moreton,1,100
4362,4362,PHN304,Darling Downs and West Moreton,1,100
4363,4363,PHN304,Darling Downs and West Moreton,1,100
4364,4364,PHN304,Darling Downs and West Moreton,1,100
4365,4365,PHN304,Darling Downs and West Moreton,1,100
4370,4370,PHN304,Darling Downs and West Moreton,1,100
4371,4371,PHN304,Darling Downs and West Moreton,1,100
4372,4372,PHN304,Darling Downs and West Moreton,1,100
4373,4373,PHN304,Darling Downs and West Moreton,1,100
4374,4374,PHN304,Darling Downs and West Moreton,1,100
4375,4375,PHN304,Darling Downs and West Moreton,1,100
4376,4376,PHN304,Darling Downs and West Moreton,1,100
4377,4377,PHN304,Darling Downs and West Moreton,1,100
4378,4378,PHN304,Darling Downs and West Moreton,1,100
4380,4380,PHN304,Darling Downs and West Moreton,1,100
4381,4381,PHN304,Darling Downs and West Moreton,1,100
4382,4382,PHN304,Darling Downs and West Moreton,1,100
4383,4383,PHN108,Hunter New England and Central Coast,0.2941975,29.4197512
4383,4383,PHN304,Darling Downs and West Moreton,0.7058025,70.5802488
4385,4385,PHN304,Darling Downs and West Moreton,1,100
4387,4387,PHN304,Darling Downs and West Moreton,1,100
4388,4388,PHN304,Darling Downs and West Moreton,1,100
4390,4390,PHN304,Darling Downs and West Moreton,1,100
4400,4400,PHN304,Darling Downs and West Moreton,1,100
4401,4401,PHN304,Darling Downs and West Moreton,1,100
4402,4402,PHN304,Darling Downs and West Moreton,1,100
4403,4403,PHN304,Darling Downs and West Moreton,1,100
4404,4404,PHN304,Darling Downs and West Moreton,1,100
4405,4405,PHN304,Darling Downs and West Moreton,1,100
4406,4406,PHN304,Darling Downs and West Moreton,1,100
4407,4407,PHN304,Darling Downs and West Moreton,1,100
4408,4408,PHN304,Darling Downs and West Moreton,1,100
4410,4410,PHN304,Darling Downs and West Moreton,1,100
4411,4411,PHN304,Darling Downs and West Moreton,1,100
4412,4412,PHN304,Darling Downs and West Moreton,1,100
4413,4413,PHN304,Darling Downs and West Moreton,1,100
4415,4415,PHN304,Darling Downs and West Moreton,1,100
4416,4416,PHN304,Darling Downs and West Moreton,1,100
4417,4417,PHN305,Western Queensland,1,100
4419,4419,PHN304,Darling Downs and West Moreton,1,100
4420,4420,PHN304,Darling Downs and West Moreton,0.7986871,79.8687077
4420,4420,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.2013129,20.1312923
4421,4421,PHN304,Darling Downs and West Moreton,1,100
4422,4422,PHN304,Darling Downs and West Moreton,1,100
4424,4424,PHN304,Darling Downs and West Moreton,1,100
4425,4425,PHN304,Darling Downs and West Moreton,1,100
4427,4427,PHN305,Western Queensland,1,100
4428,4428,PHN305,Western Queensland,1,100
4454,4454,PHN305,Western Queensland,1,100
4455,4455,PHN305,Western Queensland,1,100
4462,4462,PHN305,Western Queensland,1,100
4465,4465,PHN305,Western Queensland,1,100
4468,4468,PHN305,Western Queensland,1,100
4470,4470,PHN305,Western Queensland,1,100
4472,4472,PHN305,Western Queensland,1,100
4477,4477,PHN305,Western Queensland,1,100
4478,4478,PHN305,Western Queensland,1,100
4480,4480,PHN305,Western Queensland,1,100
4481,4481,PHN305,Western Queensland,1,100
4486,4486,PHN305,Western Queensland,1,100
4487,4487,PHN305,Western Queensland,1,100
4488,4488,PHN305,Western Queensland,1,100
4490,4490,PHN305,Western Queensland,1,100
4492,4492,PHN305,Western Queensland,1,100
4494,4494,PHN304,Darling Downs and West Moreton,1,100
4496,4496,PHN304,Darling Downs and West Moreton,1,100
4497,4497,PHN305,Western Queensland,1,100
4498,4498,PHN304,Darling Downs and West Moreton,1,100
4500,4500,PHN301,Brisbane North,1,100
4501,4501,PHN301,Brisbane North,1,100
4502,4502,PHN301,Brisbane North,1,100
4503,4503,PHN301,Brisbane North,1,100
4504,4504,PHN301,Brisbane North,1,100
4505,4505,PHN301,Brisbane North,1,100
4506,4506,PHN301,Brisbane North,1,100
4507,4507,PHN301,Brisbane North,1,100
4508,4508,PHN301,Brisbane North,1,100
4509,4509,PHN301,Brisbane North,1,100
4510,4510,PHN301,Brisbane North,1,100
4511,4511,PHN301,Brisbane North,1,100
4512,4512,PHN301,Brisbane North,1,100
4514,4514,PHN301,Brisbane North,1,100
4515,4515,PHN301,Brisbane North,0.9404223,94.0422313
4515,4515,PHN304,Darling Downs and West Moreton,0.0595777,5.9577687
4516,4516,PHN301,Brisbane North,1,100
4517,4517,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4518,4518,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4519,4519,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4520,4520,PHN301,Brisbane North,1,100
4521,4521,PHN301,Brisbane North,1,100
4550,4550,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4551,4551,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4552,4552,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4553,4553,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4554,4554,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4555,4555,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4556,4556,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4557,4557,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4558,4558,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4559,4559,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4560,4560,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4561,4561,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4562,4562,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4563,4563,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4564,4564,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4565,4565,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4566,4566,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4567,4567,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4568,4568,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4569,4569,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4570,4570,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4571,4571,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4572,4572,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4573,4573,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4574,4574,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4575,4575,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4580,4580,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4581,4581,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4600,4600,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4601,4601,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4605,4605,PHN304,Darling Downs and West Moreton,0.9980833,99.8083291
4605,4605,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",0.0019167,0.1916709
4606,4606,PHN304,Darling Downs and West Moreton,1,100
4608,4608,PHN304,Darling Downs and West Moreton,1,100
4610,4610,PHN304,Darling Downs and West Moreton,1,100
4611,4611,PHN304,Darling Downs and West Moreton,1,100
4612,4612,PHN304,Darling Downs and West Moreton,1,100
4613,4613,PHN304,Darling Downs and West Moreton,1,100
4614,4614,PHN304,Darling Downs and West Moreton,1,100
4615,4615,PHN304,Darling Downs and West Moreton,1,100
4620,4620,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
4621,4621,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",1,100
